date,time_utc,latitude,longitude,magnitude,epicenter
2023-06-12,01:53,29.72,81.61,4.4,Bajura
2023-05-23,22:21,29.66,81.61,4.5,Bajura
2023-05-22,13:09,29.68,81.61,4.1,Bajura
2023-05-20,21:14,28.62,82.84,4.1,Rukum East
2023-05-10,23:30,29.73,81.62,4.3,Bajura
2023-05-04,07:32,29.78,81.58,4.1,Bajura
2023-05-01,08:50,29.89,81.93,4.0,Humla
2023-04-28,03:40,29.74,81.63,4.1,Bajura
2023-04-27,18:13,29.75,81.56,4.9,Bajura
2023-04-27,19:45,29.78,81.61,5.9,Bajura
2023-04-23,07:45,29.38,81.34,4.1,Bajura
2023-04-11,13:05,28.17,84.74,4.1,Gorkha
2023-04-01,05:42,27.76,86.19,5.2,Dolakha
2023-03-31,21:34,28.12,84.90,4.1,Gorkha
2023-03-28,17:56,27.86,87.89,4.6,Taplejung
2023-03-26,16:42,29.42,81.66,4.3,Bajura
2023-03-24,04:06,29.64,81.89,4.5,Mugu
2023-03-13,13:11,28.95,81.68,4.1,Dailekh
2023-03-05,02:18,27.57,85.59,4.3,Kavrepalanchok
2023-03-05,02:50,29.29,81.40,4.4,Bajura
2023-03-01,11:57,27.82,88.02,4.0,Taplejung
2023-02-28,04:18,27.08,87.96,4.3,Ilam
2023-02-22,08:00,29.68,81.67,5.2,Bajura
2023-02-12,22:45,27.83,87.95,4.8,Taplejung
2023-02-10,03:07,28.80,82.53,4.2,Rukum West
2023-02-01,05:59,29.71,81.62,4.0,Bajura
2023-01-31,18:39,27.42,87.47,4.0,Taplejung
2023-01-25,19:22,29.64,81.68,4.1,Bajura
2023-01-24,08:58,29.75,81.70,5.9,Bajura
2023-01-21,22:53,27.80,85.81,4.2,Sindhupalchok
2022-12-27,21:43,28.45,83.09,4.0,Baglung
2022-12-27,20:22,28.36,83.19,5.3,Baglung
2022-12-27,19:38,28.45,83.14,4.7,Baglung
2022-12-23,01:30,29.10,83.30,4.6,Dolpa
2022-12-21,19:15,30.00,80.74,4.1,Darchula
2022-12-18,17:08,28.26,85.06,4.5,Dhading
2022-11-28,05:00,26.93,87.26,4.0,Dhankuta
2022-11-15,12:23,29.35,81.21,4.2,Achham
2022-11-12,14:27,29.45,81.19,5.4,Bajhang
2022-11-09,23:28,29.35,81.29,4.1,Bajura
2022-11-08,20:27,29.38,81.13,6.6,Doti
2022-11-08,15:22,29.38,81.11,5.7,Doti
2022-11-08,16:11,29.38,81.11,4.1,Doti
2022-10-30,03:41,29.60,81.04,4.6,Bajhang
2022-10-19,09:22,28.15,86.06,5.9,Sindhupalchowk/Tibet
2022-10-19,10:08,28.07,86.02,4.5,Sindhupalchowk/Tibet
2022-08-19,19:43,28.24,81.77,4.8,Banke
2022-08-18,16:58,27.97,85.54,4.2,Sindhupalchowk
2022-08-05,23:41,27.83,85.15,5.3,Nuwakot
2022-07-31,02:28,27.16,86.83,6.0,Khotang
2022-07-25,00:22,27.94,85.52,4.7,Sindhupalchowk
2022-07-17,22:46,29.41,81.34,4.1,Bajura
2022-07-10,14:04,29.82,80.76,4.2,Darchula
2022-07-02,09:47,27.66,86.20,4.1,Dolakha
2022-06-23,01:37,28.1,84.81,4.1,Gorkha
2022-06-22,22:11,28.33,83.86,4.9,Kaski
2022-06-10,20:51,27.70,85.41,4.7,Bhaktapur
2022-06-07,07:05,29.61,80.51,4.0,Baitadi
2022-05-23,09:15,27.31,87.94,4.1,Taplejung
2022-05-23,09:24,27.3,87.73,4.3,Taplejung
2022-05-04,04:12,29.35,82.04,4.1,Jumla
2022-04-19,00:18,29.58,81.00,4.1,Bajhang
2022-03-23,10:54,27.90,87.86,4.2,Taplejung
2022-02-22,10:07,29.70,80.71,4.1,Darchula
2022-01-26,11:09,27.9,84.57,4.1,Gorkha
2022-01-21,00:58,27.98,85.58,4.1,Sindhupalchowk
2022-01-06,18:29,28.68,82.97,4.2,Rukum East
2022-01-05,10:31,27.67,86.32,4.2,Dolakha
2021-11-09,08:43,27.87,85.92,4.1,Sindhupalchok
2021-10-25,14:45,28.29,84.36,4.1,Lamjung
2021-10-18,08:11,27.92,85.81,4.7,Sindhupalchowk
2021-10-18,09:35,27.85,85.81,4.1,Sindhupalchok
2021-10-18,08:01,27.92,85.8,4.7,Sindhupalchok
2021-10-18,09:38,27.86,85.82,4.0,Sindhupalchok
2021-10-16,22:24,28.18,84.93,4.3,Gorkha
2021-10-02,14:28,27.91,85.81,4.1,Sindhupalchok
2021-10-02,14:13,27.92,85.81,4.6,Sindhupalchok
2021-10-01,07:09,27.71,85.92,4.2,Sindhupalchok
2021-09-25,06:27,27.91,85.80,4.5,Sindhupalchok
2021-09-20,10:45,29.89,80.59,4.2,Darchula
2021-09-12,14:56,27.64,86.1,4.3,Dolakha
2021-08-23,20:38,29.61,81.01,4.0,Bajhang
2021-08-12,04:09,26.98,86.69,4.3,Udayapur
2021-07-23,13:12,27.28,86.9,4.2,Khotang
2021-07-18,15:14,28.98,81.47,4.3,Dailekh
2021-07-07,10:12,28.13,84.56,4.2,Lamjung
2021-07-02,16:17,29.79,81.59,4.1,Bajura
2021-06-29,08:35,27.30,87.26,4.0,Sankhuwasabha
2021-05-19,02:31,28.26,84.35,4.0,Lamjung
2021-05-19,15:38,28.27,84.42,4.0,Lamjung
2021-05-19,16:54,28.24,84.41,4.5,Lamjung
2021-05-19,02:41,28.27,84.40,5.3,Lamjung
2021-05-19,02:32,28.26,84.36,4.1,Lamjung
2021-05-18,23:57,28.28,84.39,5.8,Lamjung
2021-04-05,15:19,26.75,89.09,5.8,"Binnaguri, India"
2021-03-18,04:20,27.5,85.63,4.1,Kavrepalanchok
2021-03-03,12:58,27.79,86.35,4.2,Dolakha
2021-02-09,01:50,27.89,87.91,5.4,Taplejung
2021-02-04,22:13,27.78,88.15,4.5,Taplejung
2021-02-02,16:14,28.78,84.10,5.3,Manang
2021-01-14,11:40,27.66,86.18,4.0,Dolakha
2021-01-12,04:03,29.89,80.70,4.2,Darchula
2021-01-03,04:59,27.66,87.62,4.4,Taplejung
2020-12-29,20:04,27.66,86.34,4.6,Ramechhap
2020-12-08,13:23,27.77,87.86,4.2,Taplejung
2020-12-02,07:57,27.75,85.87,4.2,Sindhupalchok
2020-11-08,21:44,27.73,87.87,4.9,Taplejung
2020-10-28,18:34,29.58,80.81,4.2,Bajhang
2020-10-24,10:32,27.62,86.24,4.0,Dolakha
2020-09-15,23:34,27.77,85.88,6.0,Sindhupalchok
2020-09-11,03:45,26.76,88.21,5.0,Jhapa/India
2020-09-09,10:03,27.92,84.94,4.0,Dhading
2020-09-04,01:35,27.58,87.19,4.0,Sankhuwasabha
2020-08-25,15:24,29.59,80.89,4.7,Bajhang
2020-08-15,10:22,27.8,87.62,4.2,Sankhuwasabha
2020-06-16,04:08,27.88,86.20,4.1,Dolakha
2020-05-30,15:51,27.85,84.93,4.8,Dhading
2020-05-26,10:15,29.73,82.01,4.2,Humla
2020-05-12,18:08,27.65,86.15,5.3,Dolakha
2020-04-15,19:10,27.55,86.59,4.7,Solukhumbu
2020-04-02,15:10,29.58,80.96,4.0,Bajhang
2020-03-25,12:51,28.01,84.97,4.0,Dhading
2020-03-15,15:00,28.34,83.80,5.0,Kaski
2020-03-04,13:32,27.79,86.18,4.3,Dolakha
2020-02-19,15:28,29.71,81.96,4.3,Bajura
2020-01-28,02:14,29.61,81.71,4.2,Bajura
2020-01-12,20:22,29.59,81.73,4.2,Bajura
2020-01-12,14:34,29.58,81.71,4.5,Bajura
2019-12-12,13:26,27.95,85.59,4.8,Sindhupalchok
2019-11-27,16:23,27.79,85.79,5.0,Sindhupalchok
2019-11-19,13:30,29.42,81.10,5.7,Bajhang
2019-11-12,02:00,30.20,80.10,4.6,India
2019-10-31,22:06,28.45,83.23,4.5,Baglung
2019-10-28,13:42,29.66,82.04,4.1,Mugu
2019-10-22,05:21,26.88,86.59,4.1,Udayapur
2019-10-20,19:24,27.82,87.98,4.2,Taplejung
2019-09-29,01:42,28.66,83.06,4.4,Rukum East
2019-09-28,04:58,30.0,81.45,4.3,Bajhang
2019-09-26,13:04,28.28,84.65,4.7,Lamjung
2019-09-25,19:33,27.71,86.32,4.0,Dolakha
2019-09-22,16:16,28.25,84.49,4.4,Lamjung
2019-09-21,00:34,28.15,84.61,4.0,Gorkha
2019-09-17,04:08,28.21,84.49,4.5,Lamjung
2019-09-16,14:33,29.80,80.48,4.4,Darchula-India Border
2019-09-15,05:09,30.30,81.74,5.0,Humla
2019-08-22,01:22,27.52,86.39,4.0,Solukhumbu
2019-08-14,17:24,27.69,86.26,4.3,Dolakha
2019-08-09,12:41,28.50,83.22,4.7,Baglung
2019-07-24,12:13,27.80,86.15,4.2,Dolakha
2019-07-06,10:30,27.67,85.42,4.6,Bhaktapur
2019-06-27,16:36,27.95,84.80,4.0,Dhading
2019-06-15,15:47,28.95,81.98,4.5,Jajarkot
2019-06-14,06:37,29.52,81.05,4.0,Bajhang
2019-05-30,04:16,29.62,82.11,4.6,Mugu
2019-05-25,15:23,29.50,81.28,4.3,Bajhang
2019-05-25,05:17,27.70,86.47,4.9,Ramechhap
2019-05-21,18:02,28.21,84.37,4.1,Lamjung
2019-05-17,08:23,27.85,84.87,5.0,Dhading
2019-05-11,18:51,28.98,81.78,5.1,Dailekh
2019-05-04,02:52,27.94,85.72,4.0,Sindhupalchowk
2019-04-29,05:50,27.93,85.94,4.0,Sindhupalchowk
2019-04-24,00:55,27.70,85.14,4.3,Dhading
2019-04-24,00:44,27.69,85.17,5.2,Dhading
2019-04-16,06:50,28.00,84.76,4.5,Gorkha
2019-04-14,22:42,29.49,81.24,4.8,Bajhang
2019-04-13,04:40,28.03,85.38,4.6,Rasuwa
2019-04-09,07:20,27.76,86.27,4.2,Dolakha
2019-04-01,15:02,28.98,81.69,4.1,Dailekh
2019-03-18,03:16,27.63,85.16,4.1,Makawanpur
2019-02-26,10:35,27.84,85.95,4.1,Sindhupalchok
2019-02-26,10:30,27.66,86.00,4.4,Dolakha
2019-02-16,14:49,27.68,85.27,4.0,Kathmandu
2019-02-14,11:26,27.81,88.18,4.6,Taplejung
2019-01-22,16:45,27.09,86.96,4.5,Bhojpur
2019-01-10,05:49,27.60,86.31,4.5,Ramechhap
2018-12-22,23:21,27.85,85.76,4.7,Sindhupalchok
2018-10-25,01:22,27.72,86.02,4.0,Dolakha
2018-10-06,05:07,28.94,81.72,4.3,Dailekh
2018-10-05,16:00,28.93,81.70,4.0,Dailekh
2018-10-05,07:08,28.94,81.74,4.0,Dailekh
2018-09-19,19:57,28.57,82.88,4.0,Rukum East
2018-08-29,17:50,27.79,87.41,4.2,Sankhuwasabha
2018-08-24,12:31,27.50,88.04,4.5,Taplejung
2018-08-02,08:47,27.66,86.10,4.2,Dolakha
2018-07-24,11:59,27.94,85.51,4.3,Sindhupalchok
2018-07-24,02:45,27.75,84.87,4.8,Dhading
2018-07-18,05:30,29.02,81.51,4.2,Dailekh
2018-07-17,17:07,27.82,84.81,4.4,Dhading
2018-07-13,03:13,29.57,81.56,4.1,Bajura
2018-07-05,01:36,28.11,85.04,4.1,Dhading
2018-06-28,04:07,27.87,84.91,5.0,Dhading
2018-06-20,04:15,27.31,87.9,4.7,Taplejung
2018-06-20,04:09,27.36,88.01,4.8,Taplejung
2018-06-05,01:34,29.68,81.65,4.9,Bajura
2018-06-01,15:22,27.68,86.11,4.3,Dolakha
2018-05-31,20:32,28.17,84.89,4.1,gorkha
2018-05-31,16:00,28.90,81.77,4.3,Dailekh
2018-05-24,14:25,29.98,80.54,4.6,Dharchula
2018-05-05,15:04,27.74,88.13,4.4,Taplejung
2018-03-02,05:06,27.70,86.33,4.6,Dolakha
2018-02-26,19:00,27.7,86.33,4.7,Dolakha
2018-02-21,15:59,28.07,85.96,4.3,Tibet
2018-01-19,02:53,27.72,86.01,4.3,Dolakha
2017-12-28,7:45,29.82,80.76,4.5,Darchula
2017-12-18,11:33,27.96,85.68,4.2,Sindhupalchowk
2017-12-08,02:51,27.63,86.19,5.2,Dolakha
2017-11-06,03:09,29.78,81.28,4.5,Bajhang
2017-10-26,12:51,29.08,81.45,4.0,Achham
2017-10-15,11:17,28.50,83.32,4.2,Myagdi
2017-10-02,01:22,28.83,82.55,4.1,Rukum
2017-09-21,07:19,27.62,86.25,4.6,Dolakha
2017-08-24,10:40,28.06,85.94,4.8,Sindhupalchok-Tibet border
2017-08-22,12:50,29.41,81.10,4.9,Bajhang
2017-08-21,12:03,27.66,86.27,4.6,Dolakha
2017-07-24,04:44,27.56,85.96,4.0,Ramechhap
2017-07-15,4:35,28.94,81.75,4.0,Dailekh
2017-07-02,01:58,27.34,86.49,5.1,Okhaldhunga
2017-06-28,18:24,27.66,86.41,4.2,Ramechhap
2017-06-14,3:42,27.88,88.13,4.1,Taplejung
2017-06-12,11:54,27.62,86.1,4.1,Dolakha
2017-05-30,5:38,29.64,80.97,4.1,Bajhang
2017-04-24,11:19,27.86,85.77,4.2,Sindhupalchowk
2017-04-24,03:04,29.75,81.31,4.1,Bajhang
2017-03-10,01:43,30.37,81.57,4.1,Humla
2017-02-27,04:21,27.38,86.13,4.7,Ramechhap
2017-02-27,03:37,27.36,86.12,4.6,Ramechhap
2017-02-18,00:15,27.79,84.8,4.0,Dhading
2017-02-10,11:13,29.88,80.61,4.1,Darchula
2017-02-04,12:13,27.73,86.08,4.4,Dolakha
2017-01-03,06:41,29.71,81.57,4.0,Bajura
2016-11-28,23:35,27.79,86.58,5.6,Solukhumbu
2016-11-06,04:02,29.69,81.05,4.0,Bajhang
2016-10-17,04:18,27.87,85.3,4.0,Nuwakot
2016-10-15,12:37,28.04,85.17,4.1,Rasuwa
2016-10-12,08:29,27.66,85.95,4.1,Dolakha
2016-10-11,07:08,27.67,85.95,4.6,Dolakha
2016-10-07,04:52,27.65,86.13,4.2,Dolakha
2016-09-18,17:12,27.91,85.77,4.6,Sindhupalchowk
2016-09-05,00:37,27.82,86.14,4.1,Dolakha
2016-09-05,02:04,27.78,86.35,4.5,Dolakha
2016-08-27,12:03,29.81,81.56,4.0,Bajhang
2016-07-23,06:14,27.99,84.71,4.1,Gorkha
2016-07-08,22:23,27.84,86.16,4.1,Dolakha
2016-07-07,11:53,27.92,85.66,4.4,Sindhupalchowk
2016-07-07,08:59,28.31,84.35,4.3,Lamjung
2016-07-02,12:23,29.64,81.28,4.4,Bajhang
2016-06-29,09:26,29.63,81.24,4.2,Bajhang
2016-06-29,09:10,29.63,81.28,5.0,Bajhang
2016-06-22,13:00,27.76,86.34,4.1,Dolakha
2016-06-21,05:49,27.93,85.21,4.4,Nuwakot
2016-06-14,23:27,28.03,84.64,4.3,Gorkha
2016-06-03,23:25,27.96,85.62,4.4,Sindhupalchowk
2016-05-28,09:39,27.94,85.50,4.6,Sindhupalchok
2016-05-24,19:09,27.73,85.16,4.2,Dhading
2016-05-15,22:45,27.93,85.50,4.4,Sindhupalchowk
2016-05-14,23:20,27.97,85.55,4.3,Sindhupalchowk
2016-05-13,19:24,27.69,86.24,4.1,Dolakha
2016-05-11,01:19,28.01,84.94,4.4,Dhading
2016-05-11,08:52,28.01,84.68,4.5,Gorkha
2016-05-05,04:46,28.24,84.99,4.1,Dhading
2016-05-04,5:32,29.38,81.88,4.0,Kalikot
2016-04-30,6:43,29.54,81.10,4.2,Bajhang
2016-04-26,09:33,28.05,85.38,4.3,Rasuwa
2016-04-24,20:31,28.08,85.13,4.2,Nuwakot
2016-04-22,06:56,27.72,86.29,4.0,Dolakha
2016-04-22,11:04,27.79,85.85,4.0,Sindhupalchowk
2016-04-12,14:41,27.56,86.17,4.4,Dolakha
2016-04-09,13:20,27.65,85.31,4.5,Lalitpur
2016-04-04,03:53,29.81,81.51,4.3,Bajhang
2016-04-04,04:31,27.72,86.09,4.7,Dolakha
2016-03-31,22:41,27.93,85.59,4.1,Sindhupalchowk
2016-03-30,12:26,27.89,85.73,4.7,Sindhupalchowk
2016-03-24,23:41,27.75,88.04,4.1,Taplejung
2016-03-17,05:14,27.34,86.27,4.0,Okhaldhunga
2016-03-15,21:27,27.84,85.73,4.5,Sindhupalchowk
2016-03-13,05:15,27.83,84.9,4.8,Dhading
2016-03-11,09:28,27.9,85.87,4.2,Sindhupalchowk
2016-03-07,8:05,30.22,81.7,4.0,Humla
2016-03-06,01:25,27.69,85.93,4.0,Sindhupalchowk
2016-03-01,10:45,27.79,85.73,4.3,Sindhupalchowk
2016-02-24,09:22,27.80,85.74,5.4,Sindhupalchok
2016-02-23,3:00,27.47,87.15,4.5,Sankhuwasava
2016-02-21,18:09,28.08,84.76,5.5,Gorkha
2016-02-20,22:09,27.86,85.29,4.1,Nuwakot
2016-02-13,14:37,27.81,85.72,4.3,Sindhupalchowk
2016-02-10,16:27,27.84,85.71,4.6,Sindhupalchowk
2016-02-05,16:20,27.95,85.52,5.5,Sindhupalchowk
2016-01-27,8:42,27.83,85.83,4.4,Sindhupalchowk
2016-01-27,14:57,26.68,86.27,4.2,Siraha
2016-01-22,19:22,28.06,85.09,4.6,Nuwakot
2016-01-15,13:05,27.63,86.25,4.1,Dolakha
2016-01-15,17:14,27.65,86.23,4.3,Dolakha
2016-01-09,17:43,27.48,86.01,4.4,Ramechhap
2016-01-04,13:02,27.75,86.12,4.1,Dolakha
2016-01-02,21:30,28.01,85.80,4.2,Sindhupalchowk
2015-12-31,01:56,27.86,85.72,4.3,Sindhupalchowk
2015-12-28,22:07,27.70,86.12,4.2,Dolakha
2015-12-26,04:48,29.35,81.29,4.1,Bajura
2015-12-23,03:14,27.79,86.08,4.1,Dolakha
2015-12-18,10:16,29.44,81.69,5.5,Bajura
2015-12-13,03:00,28.04,85.02,4.1,Dhading
2015-12-07,01:42,27.86,86.19,4.0,Dolakha
2015-11-30,00:25,27.78,85.39,4.1,Kathmandu
2015-11-27,09:38,27.63,85.53,4.1,kavrepalanchok
2015-11-27,10:37,27.11,87.95,4.6,Panchthar
2015-11-25,18:57,27.87,85.77,4.1,Sindhupalchowk
2015-11-24,12:24,28.15,84.81,4.4,Gorkha
2015-11-24,11:15,27.87,85.29,4.0,Nuwakot
2015-11-22,01:26,28.43,83.30,4.1,Myagdi
2015-11-20,08:00,28.35,83.36,4.0,Baglung
2015-11-19,04:15,27.89,85.75,5.3,Sindupalchok
2015-11-19,11:59,27.77,85.88,4.0,Sindhupalchok
2015-11-17,13:10,28.02,85.28,4.3,Rasuwa
2015-11-12,10:00,27.99,85.65,4.2,Sindupalchok
2015-10-31,03:43,28.03,85.23,4.3,Rasuwa
2015-10-17,18:01,27.80,86.30,4.2,Dolakha
2015-10-16,08:43,27.71,86.16,4.2,Dolakha
2015-10-08,16:13,27.96,85.54,4.1,Sindupalchowk
2015-10-08,07:15,27.57,85.31,4.0,Lalitpur
2015-10-07,23:30,27.68,86.08,4.2,Dolakha
2015-10-06,12:02,27.69,86.09,4.2,Dolakha
2015-10-05,07:36,27.71,86.10,4.2,Dolakha
2015-10-05,07:33,27.71,86.15,4.8,Dolakha
2015-09-29,10:54,27.77,85.87,4.6,Sindhupalchowk
2015-09-29,09:27,29.83,80.60,4.6,Darchula
2015-09-22,06:32,27.74,85.07,4.5,Dhading
2015-09-20,22:20,27.76,86.37,4.0,Dolakha
2015-09-16,14:52,27.60,86.19,4.2,Dolakha
2015-09-09,12:38,27.82,86.24,4.0,Dolakha
2015-09-03,23:25,27.75,86.01,4.3,Sindhupalchowk
2015-09-02,23:06,27.64,86.19,4.4,Dolakha
2015-08-31,17:48,27.92,85.69,4.2,Sindhupalchowk
2015-08-30,21:24,27.92,84.94,4.3,Dhading
2015-08-30,02:41,27.66,86.23,4.1,Dolakha
2015-08-30,13:17,27.72,85.75,5.0,Sindhupalchowk
2015-08-27,00:22,28.12,84.89,4.1,Gorkha
2015-08-27,19:06,27.85,85.74,4.2,Sindhupalchowk
2015-08-26,07:46,30.11,81.53,4.1,Humla
2015-08-25,09:23,27.68,86.22,4.0,Dolakha
2015-08-23,09:02,27.87,86.17,5.1,Dolakha
2015-08-21,06:36,27.96,85.48,4.0,Nuwakot
2015-08-20,06:02,28,85.29,4.6,Rasuwa
2015-08-18,22:23,27.93,86.14,4.8,Dolakha
2015-08-15,18:11,27.71,86.05,4.8,Dolakha
2015-08-15,04:25,27.87,86.08,4.1,Dolakha
2015-08-14,13:02,27.59,85.97,4.3,Dolakha
2015-08-13,20:04,27.72,85.20,4.0,Dhading
2015-08-11,04:57,27.70,85.29,4.3,Kathmandu
2015-08-10,22:30,28.14,84.72,4.9,Gorkha
2015-08-09,06:36,30.1,81.85,4.0,Humla
2015-08-09,02:10,27.94,85.52,4.1,Sindupalchok
2015-08-08,15:40,27.69,86.26,4.1,Dolakha
2015-08-08,00:39,27.77,85.7,4.0,Sindupalchok
2015-08-07,06:12,27.50,85.50,4.4,Kavrepalanchok
2015-08-06,14:51,27.86,85.76,4.1,Sindupalchok
2015-08-05,11:53,27.63,86.07,4.1,Dolakha
2015-08-05,08:14,27.64,86.07,4.3,Dolakha
2015-08-01,01:37,27.81,85.71,4.2,Sindhupalchok
2015-07-30,14:33,27.66,86.09,4.5,Dolakha
2015-07-28,15:38,27.59,86.17,4.1,Dolakha
2015-07-28,12:53,27.68,86.04,4.0,Dolakha
2015-07-28,03:36,27.80,85.75,4.1,Sindhupalchok
2015-07-27,12:38,27.94,85.48,4.2,Nuwakot
2015-07-26,04:18,27.85,85.75,4.0,Sindhupalchok
2015-07-26,03:45,27.68,86.22,4.1,Dolakha
2015-07-25,14:19,27.66,86.00,4.5,Dolakha
2015-07-25,18:20,27.61,86.28,4.3,Dolakha
2015-07-22,16:29,27.70,85.32,4.6,Kathmandu
2015-07-21,02:24,27.86,86.39,4.3,Dolakha
2015-07-17,23:24,28.18,84.74,4.0,Gorkha
2015-07-15,02:29,29.80,80.73,4.1,Darchula
2015-07-13,11:54,27.63,86.09,4.2,Dolakha
2015-07-13,10:16,28.06,85.34,4.0,Rasuwa
2015-07-11,20:43,27.8,86.23,4.4,Dolakha
2015-07-09,12:14,27.89,85.73,4.4,Sindhupalchok
2015-07-08,04:34,27.60,86.23,4.1,Dolakha
2015-07-08,04:10,27.92,85.68,4.2,Sindhupalchok
